"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL1323";"DARUNAVIR";"DARUNAVIR|MC-114|PREZISTA|TMC 114|TMC-41629|TMC114|UIC-94017|UIC-940T";"Small molecule";"4";"547.67";"28";"567";"2.38";"140.42";"8";"3";"1";"11";"N";"0.36";"13.59";"2.39";"2.82";"2.82";"2";"MOL";"0";"38";"10";"4";"1";"547.2352";"NEUTRAL";"C27H37N3O7S";"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1"
"CHEMBL691";"ETHINYL ESTRADIOL";"ESTINYL|ETHINYL ESTRADIOL|ETHINYLESTRADIOL|ETHINYLOESTRADIOL|Enovid|Enovid-E|Ethinyl Estradiol|Ethynylestradiol|Etinestryl|FEMINONE|Follicoral|Ginestrene|LYNORAL|NSC-10973|Norinyl|Ovulen|Ovulen-21|Ovulen-28";"Small molecule";"4";"296.41";"222";"2640";"3.61";"40.46";"2";"2";"0";"0";"N";"0.72";"10.33";"";"3.90";"3.90";"1";"MOL";"0";"22";"2";"2";"0";"296.1776";"NEUTRAL";"C20H24O2";"C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C"
"CHEMBL76";"CHLOROQUINE";"Aralen|CHLOROCHINE|CHLOROQUINE|Chloroquine|NSC-187208";"Small molecule";"4";"319.88";"207";"4450";"4.81";"28.16";"3";"1";"0";"8";"N";"0.76";"";"10.32";"3.93";"0.88";"2";"MOL";"0";"22";"3";"1";"0";"319.1815";"BASE";"C18H26ClN3";"CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12"
"CHEMBL593";"DELAVIRDINE";"DELAVIRDINE|Delavirdine|U-90152";"Small molecule";"4";"456.57";"48";"606";"2.72";"110.43";"6";"3";"0";"6";"N";"0.53";"9.39";"6.82";"1.02";"0.92";"3";"MOL";"0";"32";"9";"3";"0";"456.1944";"NEUTRAL";"C22H28N6O3S";"CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1"
"CHEMBL1664";"FOSAMPRENAVIR";"FOSAMPRENAVIR|Fosamprenavir|GW-433908|GW433908|GW433908A";"Small molecule";"4";"585.62";"3";"23";"2.52";"177.72";"8";"4";"1";"13";"N";"0.20";"1.22";"2.45";"1.92";"-1.20";"2";"MOL";"0";"39";"12";"5";"2";"585.1910";"ACID";"C25H36N3O9PS";"CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1"
"CHEMBL457";"GEMFIBROZIL";"CI-719|EMFIB|GEMFIBROZIL|LOPID";"Small molecule";"4";"250.34";"179";"3266";"3.57";"46.53";"2";"1";"0";"6";"N";"0.78";"4.42";"";"4.39";"1.51";"1";"MOL";"0";"18";"3";"1";"0";"250.1569";"ACID";"C15H22O3";"Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1"
"CHEMBL1064";"SIMVASTATIN";"C10AA01|FLOLIPID|LACERSA|MK-0733|MK-733|RANZOLONT|SIMVADOR|SIMVASTATIN|SYNVINOLIN|Simvastatin hydroxy acid|ZOCOR|ZOCOR HEART-PRO";"Small molecule";"4";"418.57";"216";"2806";"4.59";"72.83";"5";"1";"0";"6";"N";"0.64";"";"";"4.46";"4.46";"0";"MOL";"0";"30";"5";"1";"0";"418.2719";"";"C25H38O5";"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21"
"CHEMBL1200455";"IOHEXOL";"Exypaque|IOHEXOL|OMNIPAQUE|OMNIPAQUE 12|OMNIPAQUE 140|OMNIPAQUE 180|OMNIPAQUE 210|OMNIPAQUE 240|OMNIPAQUE 300|OMNIPAQUE 350|OMNIPAQUE 70|OMNIPAQUE 9|ORALTAG|WIN 39424";"Small molecule";"4";"821.14";"11";"54";"-1.63";"199.89";"9";"8";"2";"12";"N";"0.11";"11.73";"";"-1.95";"-1.95";"1";"MOL";"0";"34";"12";"8";"3";"820.8803";"NEUTRAL";"C19H26I3N3O9";"CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I"
"CHEMBL109";"VALPROIC ACID";"44089|CONVULEX|DEPAKENE|DEPAKOTE|NSC-93819|STAVZOR|VALPROIC ACID";"Small molecule";"4";"144.21";"254";"3545";"2.29";"37.30";"1";"1";"0";"5";"N";"0.64";"5.14";"";"2.80";"0.56";"0";"MOL";"0";"10";"2";"1";"0";"144.1150";"ACID";"C8H16O2";"CCCC(CCC)C(=O)O"
"CHEMBL960";"LEFLUNOMIDE";"ARAVA|HWA-486|L04AA13|LEFLUNOMIDE|SU-101|SU101|SULOL";"Small molecule";"4";"270.21";"166";"1095";"3.25";"55.13";"3";"1";"0";"2";"N";"0.91";"13.72";"";"2.51";"2.51";"2";"MOL";"0";"19";"4";"1";"0";"270.0616";"NEUTRAL";"C12H9F3N2O2";"Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1"
"CHEMBL32";"MOXIFLOXACIN";"AVELOX|AVELOX I.V.|Avelox|MOXIFLOXACIN|Moxifloxacin|Vigamox";"Small molecule";"4";"401.44";"185";"4022";"2.37";"83.80";"6";"2";"0";"4";"N";"0.82";"5.49";"9.42";"-0.50";"-0.50";"2";"MOL";"0";"29";"7";"2";"0";"401.1751";"ZWITTERION";"C21H24FN3O4";"COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12"
"CHEMBL108";"CARBAMAZEPINE";"ARBIL MR|CARBAGEN SR|CARBAMAZEPINE|CARBATROL|CARNEXIV|EPIMAZ|EPIMAZ RET|EPITOL|EQUETRO|G-32883|GEIGY 32883|NSC-169864|SIRTAL RET|TEGRETOL|TEGRETOL CHEWTAB|TEGRETOL PROLONGED RELEASE|TEGRETOL-XR|TERIL|TERIL RET|TIMONIL 200 RET|TIMONIL 400 RET|Tegretol XR";"Small molecule";"4";"236.27";"198";"3075";"3.39";"46.33";"1";"1";"0";"0";"N";"0.75";"";"";"2.77";"2.77";"2";"MOL";"0";"18";"3";"2";"0";"236.0950";"";"C15H12N2O";"NC(=O)N1c2ccccc2C=Cc2ccccc21"
"CHEMBL121";"ROSIGLITAZONE";"AVANDIA|Avandamet|Avandaryl|Avandia|BRL-49653|ROSIGLITAZONE|Rosiglitazone|TDZ-01";"Small molecule";"4";"357.44";"227";"2182";"2.49";"71.53";"6";"1";"0";"7";"N";"0.82";"6.84";"6.23";"2.45";"2.21";"2";"MOL";"0";"25";"6";"1";"0";"357.1147";"NEUTRAL";"C18H19N3O3S";"CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1"
"CHEMBL786";"TAMOXIFEN CITRATE";"EMBLON|FENTAMOX 10|FENTAMOX 20|I.C.I.46474 CITRATE|ICI 46,474|KENTADEX|KESSAR 10|KESSAR 20|Kessar|NOLTAM|NOLVADEX|NOLVADEX D|NOLVADEX FTE|OESTRIFEN-10|OESTRIFEN-20|OESTRIFEN-40|SOLTAMOX|TAMOFEN|TAMOXIFEN CITRATE|Zynoplex";"Small molecule";"4";"563.65";"143";"357";"6.00";"12.47";"2";"0";"1";"8";"N";"0.45";"";"8.76";"6.35";"4.97";"3";"MOL";"0";"28";"2";"0";"1";"371.2249";"BASE";"C32H37NO8";"CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O"
"CHEMBL651";"METHADONE";"Amidone|Dolophine|Heptadon|IDS-NM-002|METHADONE|Methadone|Methadose|Phy|Physeptone|Symoron|Westadone";"Small molecule";"4";"309.45";"23";"121";"4.29";"20.31";"2";"0";"0";"7";"N";"0.76";"";"9.12";"5.01";"3.29";"2";"MOL";"0";"23";"2";"0";"0";"309.2093";"BASE";"C21H27NO";"CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1"
"CHEMBL35033";"EMIVIRINE";"COACTINON|EMIVIRINE|MKC-442";"Small molecule";"2";"302.37";"12";"119";"2.24";"64.09";"4";"1";"0";"6";"N";"0.89";"10.23";"";"2.77";"2.77";"2";"MOL";"0";"22";"5";"1";"0";"302.1630";"NEUTRAL";"C17H22N2O3";"CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O"
"CHEMBL168640";"PPL-100";"MK-8122|MX-100|PL 100 (PHARMACEUTICAL)|PL-100|PPL 100|PPL-100|TMB-607";"Small molecule";"1";"624.80";"6";"67";"4.12";"151.06";"7";"4";"1";"16";"N";"0.14";"13.30";"2.43";"4.09";"4.09";"3";"MOL";"0";"44";"10";"5";"1";"624.2982";"NEUTRAL";"C33H44N4O6S";"COC(=O)N[C@H](C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1"
"CHEMBL3140361";"ETHAMBUTOL HYDROCHLORIDE";"CL 40881|ETHAMBUTOL DIHYDROCHLORIDE|ETHAMBUTOL HYDROCHLORIDE|MYNAH 200|MYNAH 250|MYNAH 300|MYNAH 365|Myambutol";"Small molecule";"4";"277.24";"10";"22";"-0.29";"64.52";"4";"4";"0";"9";"N";"0.39";"";"9.55";"-0.06";"-2.25";"0";"MOL";"0";"14";"4";"4";"0";"204.1838";"BASE";"C10H26Cl2N2O2";"CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl"
"CHEMBL413";"SIROLIMUS";"AY-22989|L04AA10|NSC-226080|RAPAMUNE|RAPAMYCIN|SIROLIMUS|SM-88 COMPONENT SIROLIMUS|WY-090217";"Small molecule";"4";"914.19";"937";"2572";"6.18";"195.43";"13";"3";"3";"6";"N";"0.16";"9.96";"";"7.45";"7.45";"0";"MOL";"0";"65";"14";"3";"3";"913.5551";"NEUTRAL";"C51H79NO13";"CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C"
"CHEMBL2146121";"CALCIUM";"CALCIUM";"Small molecule";"4";"42.09";"1";"14";"";"";"";"";"";"";"";"";"";"";"";"";"";"MOL";"1";"";"";"";"";"41.9782";"";"H2Ca";"[CaH2]"
"CHEMBL393220";"ATORVASTATIN CALCIUM";"ATORVASTATIN CALCIUM|ATORVASTATIN CALCIUM HYDRATE|ATORVASTATIN CALCIUM SALT ANHYDROUS|ATORVASTATIN CALCIUM SALT TRIHYDRATE|ATORVASTATIN CALCIUM TRIHYDRATE|CI-981|LIPITOR";"Small molecule";"4";"1155.36";"25";"89";"6.31";"111.79";"5";"4";"2";"12";"N";"0.16";"4.31";"";"5.39";"2.43";"4";"MOL";"0";"41";"7";"4";"2";"558.2530";"ACID";"C66H68CaF2N4O10";"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]"
"CHEMBL389621";"HYDROCORTISONE";"ACETASOL HC|ACTICORT|AEROSEB-HC|ALA-CORT|ALA-SCALP|ALPHADERM|ANFLAM|ANUGESIC HC|ANUSOL HC|ANUSOL PLUS HC|ANUSOL SOOTHING RELIEF|Anucort-HC|Anusol-HC|BALNEOL-HC|BETA-HC|CALMURID HC|CANESTEN HC|CETACORT|CIPRO HC|COBADEX|COLOCORT|CORLAN|CORT-DOME|CORTEF|CORTENEM|CORTENEMA|CORTISOL|CORTRIL|Cor-Oticin|Cortifoam|DAKTACORT|DAKTACORT HYDROCORT|DERMA CARE HYDROCORT|DERMACORT|DERMASPRAY DEMANG|DIODERM|DOME-CORT|ECONACORT|EFCORTELAN P|ELDECORT|EPICORT|EURAX-HC|EURAX-HYDROCORT|EVACORT|EXE-CORT|FLEXICORT|GERMOLOIDS HC|GLYCORT|GREGODERM|H-CORT|HC #1|HC #4|HC (HYDROCORTISONE)|HC45|HI-COR|HYDRO-RX|HYDROCORT IN CALAMINE OILY|HYDROCORT IN CETOMACROGOL FOR A|HYDROCORT IN WTE SOFT PARAF|HYDROCORTISONE|HYDROCORTISONE IN ABSORBASE|HYDROCORTONE|HYDRODERM|HYDRODERM HC|HYTONE|Hydrocortisone|JUNGLE FOR|Locoid|MEDICORT|MILDISON LIPOCREAM|Micort-HC|NOGENIC HC|NSC-10483|NUTRACORT|NYBADEX|NYSTAFORM-HC|Neo-Cortef|OTOSEPTIL|OTOSPORIN|Ophthocort|PENECORT|PERINAL|PLENADREN|PROCTOCORT|PROCTOCREAM HC|PROCTOFOAM HC|PROCTOSEDYL|QUINOCORT|SENTIAL HC|STIE-CORT|SYNACORT|TERRA-CORTRIL NYSTATIN|TEXACORT|TIMOCORT|TIMODINE|TOPISONE|TRI-CICATRIN|Terra-Cortril|U-Cort|UNIROID|UNIROID HC|XYLOPROCT|ZENOXONE";"Small molecule";"4";"362.47";"236";"1314";"1.78";"94.83";"5";"3";"0";"2";"N";"0.70";"12.59";"";"1.28";"1.28";"0";"MOL";"0";"26";"5";"3";"0";"362.2093";"NEUTRAL";"C21H30O5";"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO"
"CHEMBL1389";"LEVONORGESTREL";"ATHENTIA NEXT|BAY86-5028|EMERRES|EMERRES UNA|EZINELLE|FALLBACK SOLO|HER STYLE|ISTERANDA|JADELLE|JAYDESS|KYLEENA|LEVONELLE|LEVONELLE ONE STEP|LEVONELLE-2|LEVONORGESTREL|LEVOSERT|LILETTA|MICROVAL|MIRENA|NORGESTON|NORGESTREL (-)-FORM|NORPLANT|Norplant ii|Norplant system|OPCICON ONE-STEP|Ovrette|PLAN B ONE-STEP|POSTINOR-2|Plan b|SKYLA|UPOSTELLE|WY-5104";"Small molecule";"4";"312.45";"12";"68";"3.88";"37.30";"2";"1";"0";"1";"N";"0.75";"";"";"3.66";"3.66";"0";"MOL";"0";"23";"2";"1";"0";"312.2089";"";"C21H28O2";"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC"
"CHEMBL1469";"PHENYLBUTANOIC ACID";"PHENYLBUTANOIC ACID|Phenylbutyrate";"Small molecule";"4";"164.20";"92";"126";"2.09";"37.30";"1";"1";"0";"4";"N";"0.74";"4.81";"";"2.50";"-0.04";"1";"MOL";"0";"12";"2";"1";"0";"164.0837";"ACID";"C10H12O2";"O=C(O)CCCc1ccccc1"
"CHEMBL90593";"PRASTERONE";"DEHYDROANDROSTERONE|DEHYDROEPIANDROSTERONE|DHEA|EM-760|ENZYMATIC THERAPY|INTRAROSA|NATROL DHEA|NSC-9896|PRASTERONE";"Small molecule";"4";"288.43";"102";"176";"3.88";"37.30";"2";"1";"0";"0";"N";"0.69";"";"";"3.36";"3.36";"0";"MOL";"0";"21";"2";"1";"0";"288.2089";"";"C19H28O2";"C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O"
"CHEMBL985";"UREA";"AQUADRATE|BALNEUM PLUS|CALMURID|CARBAMIDE|E-927A|E927b|EUCERIN|FLEXIFOOT|FLEXITOL|HYDROMOL INTENSIVE|INS NO.927A|INS-927A|NSC-34375|NUTRAPLUS|SENTIAL E|ST.JAMES BALM|STERILE UREA|UREA|UREAPHIL|Urea";"Small molecule";"4";"60.06";"22";"52";"-0.98";"69.11";"1";"2";"0";"0";"N";"0.37";"";"";"-1.36";"-1.36";"0";"MOL";"0";"4";"3";"4";"0";"60.0324";"";"CH4N2O";"NC(N)=O"
"CHEMBL416146";"ETORICOXIB";"ARCOXIA|ETORICOXIB|L-791456|MK-0663";"Small molecule";"4";"358.85";"23";"80";"4.18";"59.92";"4";"0";"0";"3";"N";"0.70";"";"4.96";"2.79";"2.79";"3";"MOL";"0";"24";"4";"0";"0";"358.0543";"NEUTRAL";"C18H15ClN2O2S";"Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1"
"CHEMBL483";"TENOFOVIR";"Atripla|GS-1275|PMP-A|Tenofovir|Truvada";"Small molecule";"3";"287.22";"53";"495";"-0.05";"136.38";"7";"3";"0";"5";"N";"0.65";"1.35";"3.74";"-3.44";"-3.55";"2";"MOL";"0";"19";"9";"4";"0";"287.0783";"ACID";"C9H14N5O4P";"C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O"
"CHEMBL922";"ADEFOVIR DIPIVOXIL";"ADEFOVIR DI(PIVALOYLOXYMETHYL) ESTER|ADEFOVIR DIPIVOXIL|ADEFOVIR PIVOXIL|Adefovir dipivoxil|GS-0840|HEPSERA|Hepsera";"Small molecule";"4";"501.48";"44";"247";"2.70";"166.98";"13";"1";"2";"11";"N";"0.21";"";"3.75";"3.06";"3.06";"2";"MOL";"0";"34";"13";"2";"2";"501.1988";"NEUTRAL";"C20H32N5O8P";"CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C"
"CHEMBL223228";"EFAVIRENZ";"EFAVIRENZ|Efavirenz|SUSTIVA|SUSTIVA 600|Sustiva";"Small molecule";"4";"315.68";"74";"2357";"4.07";"38.33";"2";"1";"0";"0";"N";"0.73";"12.52";"";"4.46";"4.46";"1";"MOL";"0";"21";"3";"1";"0";"315.0274";"NEUTRAL";"C14H9ClF3NO2";"O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1"
"CHEMBL2095208";"COBICISTAT";"COBICISTAT|GS-9350|TYBOST";"Small molecule";"4";"776.04";"8";"8";"6.00";"138.02";"10";"3";"2";"19";"N";"0.11";"";"6.69";"4.99";"4.91";"4";"MOL";"0";"54";"12";"3";"3";"775.3550";"NEUTRAL";"C40H53N7O5S2";"CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1"
"CHEMBL1364";"PYRIDOXINE";"Hexa-Betalin|M.V.I.-12|PYRIDOXINE|PYRIDOXINE (VIT B6)|Vitamin B6";"Small molecule";"4";"169.18";"19";"62";"0.08";"73.58";"4";"3";"0";"2";"N";"0.59";"9.40";"5.58";"-0.95";"-0.96";"1";"MOL";"0";"12";"4";"3";"0";"169.0739";"NEUTRAL";"C8H11NO3";"Cc1ncc(CO)c(CO)c1O"
"CHEMBL36";"PYRIMETHAMINE";"Chloridin|DARAPRIM|GNF-PF-5586|Malacide|NSC-3061|PYRIMETHAMINE|Pyrimethamine|RP-4753|TCMDC-123831|TCMDC-125860|WR-2978";"Small molecule";"4";"248.72";"521";"1414";"2.52";"77.82";"4";"2";"0";"2";"N";"0.86";"";"7.77";"2.75";"2.23";"2";"MOL";"0";"17";"4";"4";"0";"248.0829";"NEUTRAL";"C12H13ClN4";"CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1"
"CHEMBL729";"LOPINAVIR";"A-157378-0|A-157378.0|ABT-378|Kaletra|LOPINAVIR";"Small molecule";"4";"628.81";"60";"797";"4.33";"120.00";"5";"4";"1";"15";"N";"0.20";"13.39";"";"4.69";"4.69";"3";"MOL";"0";"46";"9";"4";"1";"628.3625";"NEUTRAL";"C37H48N4O5";"Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O"
"CHEMBL297453";"EPIGALOCATECHIN GALLATE";"(-)-Epigallocatechin Gallate|EPIGALOCATECHIN GALLATE";"Small molecule";"3";"458.38";"163";"712";"2.23";"197.37";"11";"8";"2";"3";"N";"0.21";"7.99";"";"3.08";"2.97";"3";"MOL";"0";"33";"11";"8";"2";"458.0849";"NEUTRAL";"C22H18O11";"O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1"
"CHEMBL4297369";"CP1-1189";"CP1-1189|CPI-1189";"Small molecule";"2";"234.30";"0";"";"2.17";"58.20";"2";"2";"0";"2";"Y";"0.82";"13.74";"";"1.34";"1.34";"1";"MOL";"0";"17";"4";"2";"0";"234.1368";"NEUTRAL";"C13H18N2O2";"CC(=O)Nc1ccc(C(=O)NC(C)(C)C)cc1"
"CHEMBL1771";"CLOPIDOGREL";"CLOPIDOGREL|Clopidogrel|GREPID|ISCOVER|PLAVIX|R 130964|R-130964|SR 25990|SR-25990";"Small molecule";"4";"321.83";"131";"680";"3.67";"29.54";"4";"0";"0";"3";"N";"0.81";"";"4.77";"4.03";"4.03";"2";"MOL";"0";"21";"3";"0";"0";"321.0590";"NEUTRAL";"C16H16ClNO2S";"COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1"
"CHEMBL1491";"AMLODIPINE";"AMLODIPINE|ASTUDAL 5|CKD-330 COMPONENT AMLODIPINE|HGP-0904|HGP0904|ISTIN|NORVAS|NORVASC";"Small molecule";"4";"408.88";"161";"973";"2.27";"99.88";"7";"2";"0";"8";"N";"0.50";"";"9.45";"1.64";"-0.37";"1";"MOL";"0";"28";"7";"3";"0";"408.1452";"BASE";"C20H25ClN2O5";"CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl"
"CHEMBL1098";"BUPIVACAINE";"Anekain|BUPIVACAINE|EXPAREL|LIQ-865|LIQ865|Marcaine|SKY0402|Sensorcaine";"Small molecule";"4";"288.44";"21";"99";"3.90";"32.34";"2";"1";"0";"5";"N";"0.89";"13.62";"8.00";"4.52";"3.82";"1";"MOL";"0";"21";"3";"1";"0";"288.2202";"NEUTRAL";"C18H28N2O";"CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C"
"CHEMBL70927";"DEFERIPRONE";"APO-066|APO-66|CP-20|CP20|DEFERIPRONE|DN-180-01-AF|DN-18001AF|FERRIPROX|L-1|L1|PL-1|PL1";"Small molecule";"4";"139.15";"138";"686";"0.40";"42.23";"3";"1";"0";"0";"Y";"0.56";"11.82";"";"0.61";"0.61";"1";"MOL";"0";"10";"3";"1";"0";"139.0633";"NEUTRAL";"C7H9NO2";"Cc1c(O)c(=O)ccn1C"
"CHEMBL1201334";"TRIPTORELIN";"AY-25650|CL 118,532|DECAPEPTYL|DECAPEPTYL SR|GONAPEPTYL DEPOT|TRIPTORELIN|WY-42462";"Protein";"4";"1311.47";"6";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"BOTH";"0";"";"";"";"";"1310.6309";"";"C64H82N18O13";"CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O"
"CHEMBL2424780";"VESATOLIMOD";"GS-9620|VESATOLIMOD";"Small molecule";"2";"410.52";"9";"27";"2.79";"96.61";"7";"2";"0";"8";"N";"0.65";"11.82";"9.19";"3.37";"1.48";"2";"MOL";"0";"30";"8";"3";"0";"410.2430";"BASE";"C22H30N6O2";"CCCCOc1nc(N)c2c(n1)N(Cc1cccc(CN3CCCC3)c1)CC(=O)N2"
"CHEMBL638";"VORICONAZOLE";"UK-109,496|VFEND|VORICONAZOLE|Vfend";"Small molecule";"4";"349.32";"163";"2628";"2.18";"76.72";"6";"1";"0";"5";"N";"0.76";"12.70";"2.01";"1.82";"1.82";"3";"MOL";"0";"25";"6";"1";"0";"349.1150";"NEUTRAL";"C16H14F3N5O";"C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F"
"CHEMBL484";"ADEFOVIR";"ADEFOVIR|Adefovir|GS 0393|GS-0393";"Small molecule";"3";"273.19";"76";"391";"-0.44";"136.38";"7";"3";"0";"5";"N";"0.49";"1.35";"3.75";"-3.85";"-3.96";"2";"MOL";"0";"18";"9";"4";"0";"273.0627";"ACID";"C8H12N5O4P";"Nc1ncnc2c1ncn2CCOCP(=O)(O)O"
"CHEMBL563";"FLURBIPROFEN";"ANSAID|BTS 18,322|BTS-18322|CEBUTID|FLUBIPROFEN|FLURBIPROFEN|FROBEN|FROBEN SR|Ocufen|STREFEN|TRANSACT|U-27,182";"Small molecule";"4";"244.26";"232";"916";"3.68";"37.30";"1";"1";"0";"3";"N";"0.89";"4.42";"";"3.94";"1.07";"2";"MOL";"0";"18";"2";"1";"0";"244.0900";"ACID";"C15H13FO2";"CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1"
"CHEMBL870";"ALENDRONIC ACID";"ALENDRONIC ACID|Alendronate|Alendronic Acid|BINOSTO|FOSAMAX|Fosamax";"Small molecule";"4";"249.10";"131";"653";"-1.27";"161.31";"4";"6";"1";"5";"N";"0.33";"0.69";"9.91";"-4.19";"-6.56";"0";"MOL";"0";"14";"8";"7";"1";"249.0167";"ZWITTERION";"C4H13NO7P2";"NCCCC(O)(P(=O)(O)O)P(=O)(O)O"
"CHEMBL655";"MIDAZOLAM";"MIDAZOLAM|MIDAZOLAM CIV|NAYZILAM|USL-261|USL261";"Small molecule";"4";"325.77";"53";"308";"4.32";"30.18";"3";"0";"0";"1";"N";"0.65";"";"6.19";"3.97";"3.95";"3";"MOL";"0";"23";"3";"0";"0";"325.0782";"NEUTRAL";"C18H13ClFN3";"Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2"
"CHEMBL343448";"ROMIDEPSIN";"Chromadax|DEPSIPEPTIDE|FK228|FR901228|ISTODAX|NSC-630176|ROMIDEPSIN";"Protein";"4";"540.71";"73";"262";"1.43";"142.70";"8";"4";"1";"2";"N";"0.18";"10.67";"";"1.08";"1.08";"0";"MOL";"0";"36";"10";"4";"1";"540.2076";"NEUTRAL";"C24H36N4O6S2";"C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O"
