"Parent Molecule ChEMBL ID";"Parent Molecule Name";"Parent Molecule Type";"Max Phase";"First Approval";"USAN Stem";"Smiles";"Mechanism of Action";"Mechanism Comment";"Selectivity Comment";"Target ChEMBL ID";"Target Name";"Action Type";"Target Type";"Target Organism";"Binding Site Name";"Binding Site Comment";"References";"Synonyms";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Parent Molecule ChEMBL ID"
"CHEMBL1790041";"RANITIDINE";"Small molecule";"4";"1983";"'-tidine'";"CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1";"Histamine H2 receptor antagonist";"";"";"CHEMBL1941";"Histamine H2 receptor";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: FDA RefID: label/2009/019090s053,019593s042lbl.pdf URL: http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/019090s053,019593s042lbl.pdf";"Ranitidine (BAN, FDA, INN, MI, USAN)|Ranitidine HCl (FDA, JAN, MI, USP)|Ranitidine Bismuth Citrate (BAN, FDA, MI, USAN)|Ranitidine Bismutrex (BAN)|";"A02BA02";"A02BA - H2-receptor antagonists";"A02B - DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)";"A02 - DRUGS FOR ACID RELATED DISORDERS";"A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL1790041"
"CHEMBL182";"GANCICLOVIR";"Small molecule";"4";"1989";"'-vir'";"Nc1nc(O)c2ncn(COC(CO)CO)c2n1";"Human herpesvirus 1 DNA polymerase inhibitor";"";"";"CHEMBL1872";"Human herpesvirus 1 DNA polymerase";"INHIBITOR";"SINGLE PROTEIN";"Herpes simplex virus (type 1 / strain 17)";"";"";"Type: DailyMed RefID: setid=b47f5d1c-36b8-49b6-a410-3b3f4661dde7 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b47f5d1c-36b8-49b6-a410-3b3f4661dde7";"Ganciclovir sodium (FDA, USAN)|Ganciclovir sodium salt (MI)|Ganciclovir (BAN, FDA, INN, JAN, MI, USAN, USP)|";"J05AB06 | S01AD09";"J05AB - Nucleosides and nucleotides excl. reverse transcriptase inhibitors | S01AD - Antivirals";"J05A - DIRECT ACTING ANTIVIRALS | S01A - ANTIINFECTIVES";"J05 - ANTIVIRALS FOR SYSTEMIC USE | S01 - OPHTHALMOLOGICALS";"J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS";"CHEMBL182"
"CHEMBL1431";"METFORMIN";"Small molecule";"4";"1995";"'-formin'";"CN(C)C(=N)NC(=N)N";"Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor";"";"";"CHEMBL3391681";"Mitochondrial glycerol-3-phosphate dehydrogenase";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: PubMed RefID: 24847880 URL: http://europepmc.org/abstract/MED/24847880";"Metformin HCl (FDA, JAN, MI, USAN, USP)|Metformin (BAN, INN, MI, USAN)|";"A10BA02";"A10BA - Biguanides";"A10B - BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS";"A10 - DRUGS USED IN DIABETES";"A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL1431"
"CHEMBL1201438";"ALDESLEUKIN";"Protein";"4";"1992";"'-kin'";"";"Interleukin-2 receptor agonist";"";"";"CHEMBL2364167";"Interleukin-2 receptor";"AGONIST";"PROTEIN COMPLEX";"Homo sapiens";"Interleukin-2 alpha/beta subunit";"Binding site involves alpha and beta subunits";"Type: DailyMed RefID: setid=a588140c-f9ed-4a9b-a9a6-bf3daafd8a5a#nlm34090-1 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a588140c-f9ed-4a9b-a9a6-bf3daafd8a5a#nlm34090-1";"Aldesleukin (BAN, FDA, INN, USAN)|Interleukin-2 aldesleukin (MI)|";"L03AC01";"L03AC - Interleukins";"L03A - IMMUNOSTIMULANTS";"L03 - IMMUNOSTIMULANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"CHEMBL1201438"
"CHEMBL141";"LAMIVUDINE";"Small molecule";"4";"1995";"'-vudine'";"Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1";"DNA inhibitor";"When monophosporylated is incorporates into the DNA, when triphosporylated inhibits the enzymes";"";"CHEMBL2363046";"DNA";"INHIBITOR";"NUCLEIC-ACID";"Human immunodeficiency virus 1";"";"";"Type: DailyMed RefID: setid=bc62b38c-4cc9-4e64-8852-1a0be6d36d8e URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bc62b38c-4cc9-4e64-8852-1a0be6d36d8e";"Lamivudine (BAN, FDA, INN, JAN, MI, USAN, USP)|";"J05AF05";"J05AF - Nucleoside and nucleotide reverse transcriptase inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL141"
"CHEMBL294199";"CAPSAICIN";"Small molecule";"4";"2009";"";"COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O";"Vanilloid receptor opener";"";"";"CHEMBL4794";"Vanilloid receptor";"OPENER";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: FDA RefID: label/2009/022395lbl.pdf URL: http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/022395lbl.pdf|Type: Wikipedia RefID: Capsaicin#Mechanism_of_action URL: http://en.wikipedia.org/wiki/Capsaicin#Mechanism_of_action";"Capsaicin (FDA, INN, JAN, MI, USP)|";"N01BX04 | M02AB01";"N01BX - Other local anesthetics | M02AB - Capsaicin and similar agents";"N01B - ANESTHETICS, LOCAL | M02A - TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN";"N01 - ANESTHETICS | M02 - TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN";"N - NERVOUS SYSTEM | M - MUSCULO-SKELETAL SYSTEM";"CHEMBL294199"
"CHEMBL1029";"MIGLUSTAT";"Small molecule";"4";"2003";"'-stat'";"CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO";"Ceramide glucosyltransferase inhibitor";"";"";"CHEMBL2063";"Ceramide glucosyltransferase";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=817892d1-ee12-4632-85fc-57ccdf16d7b8#nlm34090-1 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=817892d1-ee12-4632-85fc-57ccdf16d7b8#nlm34090-1";"Miglustat (BAN, FDA, INN, JAN, MI, USAN)|";"A16AX06";"A16AX - Various alimentary tract and metabolism products";"A16A - OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS";"A16 - OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS";"A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL1029"
"CHEMBL222559";"TIPRANAVIR";"Small molecule";"4";"2005";"'-vir'";"CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1";"Human immunodeficiency virus type 1 protease inhibitor";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus 1";"";"";"Type: DailyMed RefID: setid=08982e49-d2eb-4b25-b01a-1be52fd669ef URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=08982e49-d2eb-4b25-b01a-1be52fd669ef";"Tipranavir Disodium (USAN)|Tipranavir (BAN, FDA, INN, MI)|";"J05AE09";"J05AE - Protease inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL222559"
"CHEMBL191";"LOSARTAN";"Small molecule";"4";"1995";"'-sartan'";"CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1";"Type-1 angiotensin II receptor antagonist";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"ANTAGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=5ac32c20-169d-475a-fc8a-934f758d6ab0 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5ac32c20-169d-475a-fc8a-934f758d6ab0";"Losartan (BAN, INN, MI)|Losartan monopotassium salt (MI)|Losartan potassium (FDA, JAN, USAN, USP)|";"C09CA01";"C09CA - Angiotensin II receptor blockers (ARBs), plain";"C09C - ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN";"C09 - AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM";"C - CARDIOVASCULAR SYSTEM";"CHEMBL191"
"CHEMBL1201563";"INTERFERON BETA-1B";"Protein";"4";"1993";"";"";"Interferon alpha/beta receptor agonist";"";"";"CHEMBL2364170";"Interferon alpha/beta receptor";"AGONIST";"PROTEIN COMPLEX";"Homo sapiens";"";"Alpha subunit is binding site";"Type: DailyMed RefID: setid=4cfdb571-ec4c-478f-bedc-e0669eeea504 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4cfdb571-ec4c-478f-bedc-e0669eeea504|Type: PubMed RefID: 10049744 URL: http://europepmc.org/abstract/MED/10049744";"Interferon beta-1b (BAN, FDA, INN, MI, USAN)|";"L03AB08";"L03AB - Interferons";"L03A - IMMUNOSTIMULANTS";"L03 - IMMUNOSTIMULANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"CHEMBL1201563"
"CHEMBL2109446";"KD-247";"Antibody";"1";"";"";"";"Envelope polyprotein GP160 inhibitor";"";"";"CHEMBL3520";"Envelope polyprotein GP160";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1)";"";"";"Type: Other RefID: http://www.creativebiolabs.net/Anti-HIV-1-gp120-Antibody-24725.htm URL: http://www.creativebiolabs.net/Anti-HIV-1-gp120-Antibody-24725.htm|Type: PubMed RefID: 16699037 URL: http://europepmc.org/abstract/MED/16699037";"KD-247";"";"";"";"";"";"CHEMBL2109446"
"CHEMBL204656";"ELVITEGRAVIR";"Small molecule";"4";"2012";"'-vir'";"COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C";"Human immunodeficiency virus type 1 integrase inhibitor";"HIV-1 integrase strand transfer inhibitor";"";"CHEMBL3471";"Human immunodeficiency virus type 1 integrase";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus 1";"";"";"Type: DailyMed RefID: setid=74ae2a93-b267-444c-8f0f-a2a6522260ee URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=74ae2a93-b267-444c-8f0f-a2a6522260ee";"Elvitegravir (FDA, INN, MI, USAN)|";"J05AX11";"J05AX - Other antivirals";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL204656"
"CHEMBL511142";"BUPRENORPHINE";"Small molecule";"4";"1981";"";"CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5";"Kappa opioid receptor agonist";"";"";"CHEMBL237";"Kappa opioid receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=b086772e-d15a-4d13-b1a2-38bfbde1f18c#nlm34090-1 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b086772e-d15a-4d13-b1a2-38bfbde1f18c#nlm34090-1|Type: PubMed RefID: 18997874 URL: http://europepmc.org/abstract/MED/18997874";"Buprenorphine HCl (FDA, JAN, MI, USAN, USP)|Buprenorphine hydrochloride ciii (USP)|Buprenorphine (BAN, FDA, INN, JAN, MI)|";"N07BC01 | N02AE01 | N07BC51";"N07BC - Drugs used in opioid dependence | N02AE - Oripavine derivatives | N07BC - Drugs used in opioid dependence";"N07B - DRUGS USED IN ADDICTIVE DISORDERS | N02A - OPIOIDS | N07B - DRUGS USED IN ADDICTIVE DISORDERS";"N07 - OTHER NERVOUS SYSTEM DRUGS | N02 - ANALGESICS | N07 - OTHER NERVOUS SYSTEM DRUGS";"N - NERVOUS SYSTEM | N - NERVOUS SYSTEM | N - NERVOUS SYSTEM";"CHEMBL511142"
"CHEMBL1200680";"SELENIUM SULFIDE";"Small molecule";"4";"1951";"'-ium'";"S=[Se]=S";"Unknown";"";"";"";"";"";"";"";"";"";"Type: DailyMed RefID: setid=7498ba49-9ec8-4057-845b-94e2320870b2 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7498ba49-9ec8-4057-845b-94e2320870b2";"Selenium disulfide (MI)|Selenium Sulfide (FDA, USP)|";"D01AE13";"D01AE - Other antifungals for topical use";"D01A - ANTIFUNGALS FOR TOPICAL USE";"D01 - ANTIFUNGALS FOR DERMATOLOGICAL USE";"D - DERMATOLOGICALS";"CHEMBL1200680"
"CHEMBL704";"MESALAMINE";"Small molecule";"4";"1987";"'-sal-'";"Nc1ccc(O)c(C(=O)O)c1";"Arachidonate 5-lipoxygenase inhibitor";"";"";"CHEMBL215";"Arachidonate 5-lipoxygenase";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: PubMed RefID: 2882965 URL: http://europepmc.org/abstract/MED/2882965|Type: PubMed RefID: 6131674 URL: http://europepmc.org/abstract/MED/6131674|Type: PubMed RefID: 6428914 URL: http://europepmc.org/abstract/MED/6428914";"Mesalamine (FDA, MI, USAN, USP)|Mesalazine (BAN, INN, JAN)|";"A07EC02";"A07EC - Aminosalicylic acid and similar agents";"A07E - INTESTINAL ANTIINFLAMMATORY AGENTS";"A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS";"A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL704"
"CHEMBL116";"AMPRENAVIR";"Small molecule";"4";"1999";"'-vir'";"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1";"Human immunodeficiency virus type 1 protease inhibitor";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus 1";"";"";"Type: FDA RefID: label/2005/021007s017lbl.pdf URL: http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021007s017lbl.pdf";"Amprenavir (BAN, FDA, INN, JAN, MI, USAN)|";"J05AE05";"J05AE - Protease inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL116"
"CHEMBL141";"LAMIVUDINE";"Small molecule";"4";"1995";"'-vudine'";"Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1";"Human immunodeficiency virus type 1 reverse transcriptase inhibitor";"When monophosporylated is incorporates into the DNA, when triphosporylated inhibits the enzymes";"";"CHEMBL247";"Human immunodeficiency virus type 1 reverse transcriptase";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus 1";"";"";"Type: DailyMed RefID: setid=bc62b38c-4cc9-4e64-8852-1a0be6d36d8e URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bc62b38c-4cc9-4e64-8852-1a0be6d36d8e";"Lamivudine (BAN, FDA, INN, JAN, MI, USAN, USP)|";"J05AF05";"J05AF - Nucleoside and nucleotide reverse transcriptase inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL141"
"CHEMBL1469";"PHENYLBUTANOIC ACID";"Small molecule";"4";"1996";"";"O=C(O)CCCc1ccccc1";"Glutamine sequestering agent";"Removes excess nitrogen, caused by enzyme deficiency";"";"CHEMBL2366039";"Glutamine";"SEQUESTERING AGENT";"SMALL MOLECULE";"Homo sapiens";"";"";"Type: FDA RefID: label/2009/020572s016,020573s015lbl.pdf URL: http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/020572s016,020573s015lbl.pdf|Type: PubMed RefID: 11148549 URL: http://europepmc.org/abstract/MED/11148549";"Sodium phenylbutyrate (BAN, FDA, USAN)|Sodium Phenylbutyrate (JAN, USP)|";"";"";"";"";"";"CHEMBL1469"
"CHEMBL1741";"CLARITHROMYCIN";"Small molecule";"4";"1991";"'-mycin'";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O";"Bacterial 70S ribosome inhibitor";"";"Broad spectrum";"CHEMBL2363135";"Bacterial 70S ribosome";"INHIBITOR";"PROTEIN NUCLEIC-ACID COMPLEX";"Bacteria";"23S ribosomal RNA";"23S RRNA";"Type: DailyMed RefID: setid=aa44552c-3cfe-4111-8aa5-4251aeed9be9#nlm34090-1 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=aa44552c-3cfe-4111-8aa5-4251aeed9be9#nlm34090-1|Type: PubMed RefID: 7683018 URL: http://europepmc.org/abstract/MED/7683018|Type: PubMed RefID: 9425251 URL: http://europepmc.org/abstract/MED/9425251";"Clarithromycin (BAN, FDA, INN, JAN, MI, USAN, USP)|Clarithromycin identity (USP)|";"J01FA09";"J01FA - Macrolides";"J01F - MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL1741"
"CHEMBL90593";"PRASTERONE";"Small molecule";"4";"2016";"'-ster-'";"C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O";"Unknown";"Not fully established. Prasterone is an inactive endogenous steroid that is converted to active estrogens and androgens. ";"";"";"";"";"";"";"";"";"Type: FDA RefID: label/2016/208470s000lbl.pdf URL: https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/208470s000lbl.pdf";"Dehydroepiandrosterone (MI)|Prasterone (FDA, INN, MI, USAN)|";"G03XX01 | A14AA07";"G03XX - Other sex hormones and modulators of the genital system | A14AA - Androstan derivatives";"G03X - OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM | A14A - ANABOLIC STEROIDS";"G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM | A14 - ANABOLIC AGENTS FOR SYSTEMIC USE";"G - GENITO URINARY SYSTEM AND SEX HORMONES | A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL90593"
"CHEMBL468";"THALIDOMIDE";"Small molecule";"4";"1998";"'-domide'";"O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1";"CRL4(CRBN) E3 ubiquitin ligase inhibitor";"";"";"CHEMBL3833061";"CRL4(CRBN) E3 ubiquitin ligase";"INHIBITOR";"PROTEIN COMPLEX";"Homo sapiens";"";"Cereblon";"Type: PubMed RefID: 22552008 URL: http://europepmc.org/abstract/MED/22552008|Type: PubMed RefID: 25043012 URL: http://europepmc.org/abstract/MED/25043012";"Thalidomide (BAN, FDA, INN, JAN, MI, USAN, USP)|";"L04AX02";"L04AX - Other immunosuppressants";"L04A - IMMUNOSUPPRESSANTS";"L04 - IMMUNOSUPPRESSANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"CHEMBL468"
"CHEMBL322241";"TELINAVIR";"Small molecule";"1";"";"'-vir'";"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C";"HIV-1 protease inhibitor";"";"";"CHEMBL4296312";"HIV-1 protease";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus";"";"";"Type: Other RefID: https://www.genome.jp/dbget-bin/www_bget?dr:D03842 URL: https://www.genome.jp/dbget-bin/www_bget?dr:D03842|Type: PubMed RefID: 8423599 URL: http://europepmc.org/abstract/MED/8423599|Type: PubMed RefID: 8619573 URL: http://europepmc.org/abstract/MED/8619573";"Telinavir (INN, USAN)|";"";"";"";"";"";"CHEMBL322241"
"CHEMBL667";"ACETYLCHOLINE";"Small molecule";"4";"1973";"";"CC(=O)OCC[N+](C)(C)C";"Muscarinic acetylcholine receptor M3 agonist";"Indicated for miosis, M3 likely involved (main form in iris)";"";"CHEMBL245";"Muscarinic acetylcholine receptor M3";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: ISBN RefID: 9780702034718 PP. 153 URL: http://www.isbnsearch.org/isbn/9780702034718|Type: PubMed RefID: 2912119 URL: http://europepmc.org/abstract/MED/2912119";"Acetylcholine chloride (BAN, FDA, INN, JAN, MI, USP)|Acetylcholine Chloride (JAN)|";"S01EB09";"S01EB - Parasympathomimetics";"S01E - ANTIGLAUCOMA PREPARATIONS AND MIOTICS";"S01 - OPHTHALMOLOGICALS";"S - SENSORY ORGANS";"CHEMBL667"
"CHEMBL57";"NEVIRAPINE";"Small molecule";"4";"1996";"'-pine; -vir-'";"Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1";"Human immunodeficiency virus type 1 reverse transcriptase inhibitor";"";"";"CHEMBL247";"Human immunodeficiency virus type 1 reverse transcriptase";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus 1";"";"";"Type: DailyMed RefID: setid=8dfe86aa-ea5d-48d2-94a8-1a5506055d70 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8dfe86aa-ea5d-48d2-94a8-1a5506055d70";"Nevirapine (BAN, FDA, INN, JAN, MI, USAN, USP)|Nevirapine anhydrous (USP)|";"J05AG01";"J05AG - Non-nucleoside reverse transcriptase inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL57"
"CHEMBL416146";"ETORICOXIB";"Small molecule";"4";"";"'-coxib'";"Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1";"Cyclooxygenase-2 inhibitor";"";"Selectively inhibits COX-2 (IC(50) = 1.1 +/- 0.1microM) compared with COX-1 IC(50)=116 +/- 8 microM.";"CHEMBL230";"Cyclooxygenase-2";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: PubMed RefID: 11160644 URL: http://europepmc.org/abstract/MED/11160644";"Etoricoxib (BAN, INN, MI, USAN, USP)|";"M01AH05";"M01AH - Coxibs";"M01A - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS";"M01 - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS";"M - MUSCULO-SKELETAL SYSTEM";"CHEMBL416146"
"CHEMBL163";"RITONAVIR";"Small molecule";"4";"1996";"'-vir'";"CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1";"Human immunodeficiency virus type 1 protease inhibitor";"";"";"CHEMBL243";"Human immunodeficiency virus type 1 protease";"INHIBITOR";"SINGLE PROTEIN";"Human immunodeficiency virus 1";"";"";"Type: DailyMed RefID: setid=13b059c6-0c6c-49a5-b985-a4b05caf9ac9 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=13b059c6-0c6c-49a5-b985-a4b05caf9ac9";"Ritonavir (BAN, FDA, INN, JAN, MI, USAN, USP)|Ritonavir related compounds mixture (USP)|";"J05AE03";"J05AE - Protease inhibitors";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"CHEMBL163"
"CHEMBL1491";"AMLODIPINE";"Small molecule";"4";"1992";"'-dipine'";"CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl";"Voltage-gated L-type calcium channel blocker";"";"";"CHEMBL2095229";"Voltage-gated L-type calcium channel";"BLOCKER";"PROTEIN FAMILY";"Homo sapiens";"";"";"Type: DailyMed RefID: setid=15416229-d7d3-5bfb-a373-71575c36d5cf#section-13 URL: http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=15416229-d7d3-5bfb-a373-71575c36d5cf#section-13|Type: Wikipedia RefID: Amlodipine URL: http://en.wikipedia.org/wiki/Amlodipine|Type: Wikipedia RefID: Dihydropyridine URL: http://en.wikipedia.org/wiki/Dihydropyridine|Type: Wikipedia RefID: L-type_calcium_channel URL: http://en.wikipedia.org/wiki/L-type_calcium_channel|Type: Wikipedia RefID: Voltage-dependent_calcium_channel URL: http://en.wikipedia.org/wiki/Voltage-dependent_calcium_channel";"Amlodipine benzenesulfonate (MI)|Amlodipine Besilate (JAN)|Amlodipine Besylate (FDA, USAN, USP)|Amlodipine Maleate (FDA, MI, USAN)|Amlodipine (BAN, INN, MI)|";"C08CA01";"C08CA - Dihydropyridine derivatives";"C08C - SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS";"C08 - CALCIUM CHANNEL BLOCKERS";"C - CARDIOVASCULAR SYSTEM";"CHEMBL1491"
"CHEMBL704";"MESALAMINE";"Small molecule";"4";"1987";"'-sal-'";"Nc1ccc(O)c(C(=O)O)c1";"Peroxisome proliferator-activated receptor gamma agonist";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: PubMed RefID: 15824083 URL: http://europepmc.org/abstract/MED/15824083|Type: PubMed RefID: 18077625 URL: http://europepmc.org/abstract/MED/18077625|Type: PubMed RefID: 18544567 URL: http://europepmc.org/abstract/MED/18544567";"Mesalamine (FDA, MI, USAN, USP)|Mesalazine (BAN, INN, JAN)|";"A07EC02";"A07EC - Aminosalicylic acid and similar agents";"A07E - INTESTINAL ANTIINFLAMMATORY AGENTS";"A07 - ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS";"A - ALIMENTARY TRACT AND METABOLISM";"CHEMBL704"
"CHEMBL1531";"ETONOGESTREL";"Small molecule";"4";"2001";"'-estr-; -gest-'";"C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC";"Progesterone receptor agonist";"";"";"CHEMBL208";"Progesterone receptor";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"Type: ISBN RefID: 0443-059748 PP. 447 URL: http://www.isbnsearch.org/isbn/0443059748|Type: Wikipedia RefID: Etonogestrel URL: http://en.wikipedia.org/wiki/Etonogestrel";"Etonogestrel (BAN, FDA, INN, USAN)|";"G03AC08";"G03AC - Progestogens";"G03A - HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE";"G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G - GENITO URINARY SYSTEM AND SEX HORMONES";"CHEMBL1531"
